assaf abu rahhal@@@stateoforigin@@@lebanon
alexander ramsay (royal navy officer)@@@battle@@@world war ii
juan bosch@@@deathplace@@@dominican republic
bernardino rivadavia@@@nationality@@@argentina
otto hahn@@@award@@@hugo grotius
kevin newman (politician)@@@birthplace@@@sydney
krtina, trebnje@@@ispartof@@@municipality of trebnje
sara garcía@@@deathplace@@@mexico
addis ababa@@@country@@@ethiopia
radek dosoudil@@@team@@@šk slovan bratislava
dagmar havlová@@@birthplace@@@brno
recreativo de huelva@@@ground@@@huelva
johann eduard erdmann@@@influencedby@@@friedrich schleiermacher
hélène louvart@@@birthplace@@@france
oswald spengler@@@influenced@@@ludwig wittgenstein
theodor w. adorno@@@influenced@@@herbert marcuse
blaise nkufo@@@team@@@grasshopper club zürich
lois nettleton@@@birthplace@@@oak park, illinois
nelson mandela@@@restingplace@@@eastern cape
rameez raja (cricketer, born 1987)@@@birthplace@@@pakistan
battle of the morcuera@@@place@@@spain
mario stanić@@@birthplace@@@socialist federal republic of yugoslavia
milan čič@@@deathplace@@@slovakia
alain caveglia@@@team@@@fc nantes
walter o. hoffecker@@@birthplace@@@smyrna, delaware
sylvain n'diaye@@@team@@@as monaco fc
milton núñez@@@birthplace@@@honduras
almeida garrett@@@influencedby@@@johann wolfgang von goethe
george read (u.s. statesman)@@@residence@@@delaware
elvio mana@@@managerclub@@@kalamata f.c.
hodonín district@@@country@@@czech republic
arboras@@@country@@@france
karel hynek mácha@@@influencedby@@@lord byron
annabeth gish@@@birthplace@@@albuquerque, new mexico
west palm beach, florida@@@ispartof@@@palm beach county, florida
davidson township, sullivan county, pennsylvania@@@ispartof@@@pennsylvania
alfred north whitehead@@@influenced@@@willard van orman quine
samuel slovák@@@team@@@šk slovan bratislava
nicolas malebranche@@@influenced@@@louis gabriel ambroise de bonald
stanislav griga@@@managerclub@@@ac sparta prague
reni, ukraine@@@country@@@ukraine
jim pitts@@@residence@@@waxahachie, texas
larry brunson@@@birthplace@@@little rock, arkansas
john de menil@@@deathplace@@@texas
toulouse@@@mayor@@@jean-luc moudenc
domingo santa maría@@@birthplace@@@santiago
ethiopia@@@leader@@@hailemariam desalegn
mía maestro@@@birthplace@@@buenos aires
leonardo sigali@@@team@@@club atlético nueva chicago
lydia davis@@@influenced@@@tao lin
lullaby baxter@@@hometown@@@scarborough, toronto
marijan nikolić@@@team@@@nk istra 1961
sauvigny-le-bois@@@country@@@france
bass highway (victoria)@@@country@@@australia
james mattis@@@battle@@@2003 invasion of iraq
august leskien@@@influenced@@@ferdinand de saussure
rein raud@@@birthplace@@@tallinn
thanom kittikachorn@@@monarch@@@bhumibol adulyadej
everett community college@@@campus@@@everett, washington
ralph h. spanjer@@@deathplace@@@delafield, wisconsin
antonio gramsci@@@influenced@@@edward said
fernando gonzález (writer)@@@influencedby@@@friedrich nietzsche
talcott parsons@@@notablestudent@@@edward laumann
kdps@@@city@@@des moines, iowa
francis cherry (governor)@@@residence@@@arkansas
miguel cabanellas@@@birthplace@@@spain
saleem mandviwalla@@@primeminister@@@raja pervaiz ashraf
maxime méderel@@@birthplace@@@france
biscay@@@leaderparty@@@basque nationalist party
bilibig dian mahrus@@@birthplace@@@indonesia
neco martínez@@@team@@@atlético nacional
jacques stern (politician)@@@birthplace@@@paris
hot springs county, wyoming@@@countyseat@@@thermopolis, wyoming
spindletop, lexington@@@ispartof@@@fayette county, kentucky
mickaël poté@@@team@@@as cannes
marjan rožanc@@@birthplace@@@kingdom of yugoslavia
mikhail bakunin@@@influencedby@@@friedrich wilhelm joseph schelling
blaž brezovački@@@team@@@nk interblock
robert hawkins (boxer)@@@birthplace@@@philadelphia
