alexander ramsay (royal navy officer)@@@battle@@@world war ii@@@alexander ramsay (royal navy officer)@@@participatedin@@@world war ii
juan bosch@@@deathplace@@@dominican republic@@@juan bosch@@@diedin@@@dominican republic
kevin newman (politician)@@@birthplace@@@sydney@@@kevin newman (politician)@@@wasbornin@@@sydney
krtina, trebnje@@@ispartof@@@municipality of trebnje@@@krtina, trebnje@@@participatedin@@@municipality of trebnje
sara garcía@@@deathplace@@@mexico@@@sara garcía@@@diedin@@@mexico
addis ababa@@@country@@@ethiopia@@@addis ababa@@@islocatedin@@@ethiopia
dagmar havlová@@@birthplace@@@brno@@@dagmar havlová@@@wasbornin@@@brno
johann eduard erdmann@@@influencedby@@@friedrich schleiermacher@@@johann eduard erdmann@@@influences@@@friedrich schleiermacher
hélène louvart@@@birthplace@@@france@@@hélène louvart@@@wasbornin@@@france
oswald spengler@@@influenced@@@ludwig wittgenstein@@@oswald spengler@@@influences@@@ludwig wittgenstein
theodor w. adorno@@@influenced@@@herbert marcuse@@@theodor w. adorno@@@influences@@@herbert marcuse
lois nettleton@@@birthplace@@@oak park, illinois@@@lois nettleton@@@wasbornin@@@oak park, illinois
nelson mandela@@@restingplace@@@eastern cape@@@nelson mandela@@@diedin@@@eastern cape
rameez raja (cricketer, born 1987)@@@birthplace@@@pakistan@@@rameez raja (cricketer, born 1987)@@@wasbornin@@@pakistan
battle of the morcuera@@@place@@@spain@@@battle of the morcuera@@@islocatedin@@@spain
mario stanić@@@birthplace@@@socialist federal republic of yugoslavia@@@mario stanić@@@wasbornin@@@socialist federal republic of yugoslavia
milan čič@@@deathplace@@@slovakia@@@milan čič@@@diedin@@@slovakia
walter o. hoffecker@@@birthplace@@@smyrna, delaware@@@walter o. hoffecker@@@wasbornin@@@smyrna, delaware
milton núñez@@@birthplace@@@honduras@@@milton núñez@@@wasbornin@@@honduras
almeida garrett@@@influencedby@@@johann wolfgang von goethe@@@almeida garrett@@@influences@@@johann wolfgang von goethe
george read (u.s. statesman)@@@residence@@@delaware@@@george read (u.s. statesman)@@@livesin@@@delaware
hodonín district@@@country@@@czech republic@@@hodonín district@@@islocatedin@@@czech republic
arboras@@@country@@@france@@@arboras@@@islocatedin@@@france
karel hynek mácha@@@influencedby@@@lord byron@@@karel hynek mácha@@@influences@@@lord byron
annabeth gish@@@birthplace@@@albuquerque, new mexico@@@annabeth gish@@@wasbornin@@@albuquerque, new mexico
west palm beach, florida@@@ispartof@@@palm beach county, florida@@@west palm beach, florida@@@participatedin@@@palm beach county, florida
